炉号,钢种,钢号,转炉终点温度,转炉终点C,转炉终点Mn,转炉终点S,转炉终点P,转炉终点Si,钢水净重,连铸正样C,连铸正样Mn,连铸正样S,连铸正样P,连铸正样Si,连铸正样Ceq_val,连铸正样Cr,连铸正样Ni_val,连铸正样Cu_val,连铸正样Nb_val,连铸正样V_val,连铸正样Alt_val,连铸正样Als_val,连铸正样Mo_val,连铸正样Ti_val,连铸正样N_val,连铸正样O_val,连铸正样B_val,氮化钒铁FeV55N11-A,低铝硅铁,钒氮合金(进口),钒铁(FeV50-A),钒铁(FeV50-B),钒铁(FeV50-B).1,硅铝钙,硅铝合金FeAl30Si25,硅铝锰合金球,硅锰面（硅锰渣）,硅铁(合格块),硅铁FeSi75-B,石油焦增碳剂,锰硅合金FeMn64Si27(合格块),锰硅合金FeMn68Si18(合格块),碳化硅(55%),硅钙碳脱氧剂,加入C含量,吸收C质量,C收得率,加入Mn含量,吸收Mn质量,Mn收得率
7A06558             ,低合金    ,HRB400D    ,1695.0,0.00027,,0.00028,,0.003,75500.0,0.0023,0.0137,0.00029,0.00028,0.0038,0.47,0.0021,0.005,0.014,,0.031,0.0038,0.0016,0.0005,0.0,,,,0,0,10,0,0,26,50,0,0,200,0,0,110,0,1330,88,0,158.01000000000002,153.26500000000001,0.9699702550471488,1015.9200000000001,,
7A06557             ,低合金    ,HRB400D    ,1677.0,0.00084,,0.00035,,0.003,71100.0,0.0024,0.0134,0.00029,0.00018,0.0038,0.475,0.002,0.006,0.013,,0.032,0.0045,0.0022,0.0001,0.0,,,,0,0,10,0,0,32,0,0,0,0,0,0,68,0,1458,88,20,120.97984616000001,110.91599999999998,0.9168138621478304,968.1120000000001,,
7A06556             ,低合金    ,HRB400D    ,1715.0,0.00063,,0.00034,,0.003,70600.0,0.0024,0.0135,0.00032,0.00027,0.0039,0.477,0.0022,0.006,0.014,,0.032,0.0044,0.0021,0.0,0.0,,,,0,0,10,0,0,32,25,0,0,0,0,0,85,0,1498,88,0,133.466,124.96199999999999,0.936283398018971,994.672,,
7A06555             ,低合金    ,HRB400D    ,1703.0,0.00038,,0.00029,,0.003,74850.0,0.0023,0.0133,0.00029,0.00029,0.0036,0.464,0.002,0.006,0.016,,0.032,0.0043,0.0021,0.0,0.0,,,,0,0,27,0,0,0,75,0,0,0,0,0,102,0,2975,88,0,174.895,143.712,0.8217044512421737,1975.4,,
7A06554             ,低合金    ,HRB400B    ,1656.0,0.00062,,0.00036,,0.003,70350.0,0.0024,0.0128,0.00028,0.00017,0.0035,0.464,0.0022,0.006,0.013,,0.035,0.0042,0.0019,0.0001,0.0,,,,0,0,0,0,0,48,25,0,0,0,0,0,85,0,1490,88,0,133.32999999999998,125.223,0.9391959798994975,989.36,,
7A06553             ,低合金    ,HRB400B    ,1667.0,0.00036,,0.00026,,0.003,72900.0,0.0023,0.0131,0.00028,0.0002,0.0035,0.461,0.0019,0.006,0.015,,0.036,0.0042,0.0019,0.0,0.0,,,,0,0,32,0,0,0,50,0,0,0,0,0,85,0,1583,88,0,134.911,141.426,1.0482910956111806,1051.112,,
7A06552             ,低合金    ,HRB400B    ,1680.0,0.00099,,0.00028,,0.003,73700.0,0.0024,0.013,0.00028,0.00021,0.0036,0.469,0.0019,0.006,0.014,,0.036,0.0084,0.006,0.0012,0.0,,,,0,0,0,0,0,48,0,0,0,0,0,0,51,0,1472,88,20,104.89784616000001,103.91699999999999,0.990649510967995,977.408,,
7A06551             ,低合金    ,HRB400B    ,1679.0,0.00042,,0.00032,,0.002,73000.0,0.0024,0.0131,0.00033,0.00033,0.0034,0.472,0.0023,0.005,0.013,,0.036,0.0083,0.0059,0.0011,0.0,,,,0,0,0,0,0,49,50,0,0,0,0,0,85,0,1500,88,0,133.5,144.54,1.0826966292134832,996.0,,
7A06550             ,低合金    ,HRB400B    ,1679.0,0.0007,,0.00033,,0.002,74600.0,0.0023,0.013,0.00033,0.0003,0.0035,0.461,0.0029,0.006,0.015,,0.035,0.0041,0.0019,0.0012,0.0,,,,0,0,0,0,0,49,25,0,0,0,0,0,68,0,1530,88,0,117.69,119.35999999999999,1.0141898207154387,1015.9200000000001,,
7A06549             ,低合金    ,HRB400B    ,1664.0,0.00069,,0.00035,,0.002,74000.0,0.0023,0.013,0.00032,0.00019,0.0036,0.461,0.0029,0.007,0.018,,0.035,0.005,0.0027,0.0,0.0,,,,0,0,0,0,0,48,25,0,0,0,0,0,68,0,1506,88,0,117.28200000000001,119.13999999999999,1.015842158216947,999.984,,
7A06548             ,低合金    ,HRB400B    ,1669.0,0.00081,,0.00021,,0.002,74200.0,0.0024,0.0131,0.00032,0.00031,0.0034,0.471,0.0025,0.006,0.014,,0.034,0.0046,0.0023,0.0,0.0,,,,0,0,0,0,0,48,0,0,0,0,0,0,68,0,1526,88,20,122.13584616000001,117.978,0.9659572001936829,1013.264,,
7A06547             ,低合金    ,HRB400B    ,1656.0,0.00067,,0.00036,,0.002,74050.0,0.0023,0.0129,0.00036,0.00025,0.0036,0.458,0.0026,0.006,0.016,,0.035,0.0044,0.0022,0.0001,0.0,,,,0,0,0,0,0,49,25,0,0,0,0,0,85,0,1490,88,0,133.32999999999998,120.7015,0.9052838820970525,989.36,,
7A06546             ,低合金    ,HRB400B    ,1677.0,0.00033,,0.00028,,0.002,74300.0,0.0024,0.013,0.00029,0.0002,0.0033,0.469,0.0021,0.008,0.017,,0.032,0.0036,0.0014,0.0006,0.0,,,,0,0,4,0,0,39,0,0,0,0,0,0,68,0,1490,88,20,121.52384615999999,153.801,1.265603458579672,989.36,,
7A06545             ,低合金    ,HRB400B    ,1666.0,0.00062,,0.0003,,0.002,72300.0,0.0024,0.0135,0.00032,0.0003,0.0036,0.479,0.0031,0.007,0.017,,0.032,0.0053,0.003,0.0008,0.0,,,,0,0,5,0,0,42,25,0,0,0,0,0,68,0,1593,88,0,118.761,128.694,1.0836385682168388,1057.752,,
7A06544             ,低合金    ,HRB400B    ,1683.0,0.00049,,0.00031,,0.002,76550.0,0.0024,0.0132,0.0003,0.00021,0.0034,0.472,0.0024,0.006,0.014,,0.032,0.0038,0.0016,0.0,0.0,,,,0,0,4,0,0,38,25,0,0,0,0,0,85,0,1470,88,0,132.99,146.2105,1.0994097300548913,976.08,,
7A06543             ,低合金    ,HRB400B    ,1672.0,0.00043,,0.00032,,0.003,75400.0,0.0024,0.0136,0.00037,0.00034,0.0039,0.479,0.0023,0.006,0.015,,0.032,0.005,0.0027,0.0,0.0,,,,0,0,0,0,0,47,50,0,0,0,0,0,85,0,1450,132,0,145.85,148.538,1.0184298937264313,962.8000000000001,,
7A06542             ,低合金    ,HRB400B    ,1671.0,0.00066,,0.00033,,0.002,72550.0,0.0023,0.0131,0.00033,0.00036,0.0037,0.462,0.0025,0.007,0.017,,0.033,0.0048,0.0026,0.0,0.0,,,,0,0,0,0,0,47,25,0,0,0,0,0,68,0,1450,132,0,129.53,118.982,0.9185671273064155,962.8000000000001,,
7A06541             ,低合金    ,HRB400B    ,1671.0,0.00069,,0.0003,,0.002,72650.0,0.0024,0.013,0.00033,0.00031,0.0036,0.47,0.0026,0.007,0.016,,0.032,0.0041,0.0018,0.0,0.0,,,,0,0,0,0,0,48,0,0,0,0,0,0,58,0,1450,132,20,124.44384616,124.23149999999998,0.9982936387249957,962.8000000000001,,
7A06540             ,低合金    ,HRB400B    ,1666.0,0.00091,,0.00027,,0.002,72700.0,0.0024,0.013,0.00036,0.00021,0.0037,0.47,0.0023,0.008,0.018,,0.034,0.0045,0.0023,0.0002,0.0,,,,0,0,0,0,0,48,25,0,0,0,0,0,51,0,1450,132,0,113.21000000000001,108.32299999999998,0.9568324352972349,962.8000000000001,,
7A06539             ,低合金    ,HRB400B    ,1661.0,0.001,,0.00022,,0.002,71600.0,0.0024,0.0137,0.00034,0.00024,0.0042,0.482,0.0025,0.008,0.016,,0.032,0.0044,0.0021,0.0,0.0,,,,0,0,31,0,0,0,0,50,0,0,0,20,51,0,1500,132,0,114.25900000000001,100.23999999999998,0.8773050700601263,996.0,,
7A06538             ,低合金    ,HRB400B    ,1677.0,0.00035,,0.00034,,0.002,74800.0,0.0024,0.0134,0.00038,0.00027,0.004,0.477,0.0027,0.009,0.019,,0.033,0.0045,0.0022,0.0,0.0,,,,0,0,30,0,0,0,0,75,0,0,0,20,90,0,1450,132,0,150.9425,153.33999999999997,1.01588353180847,962.8000000000001,,
7A06537             ,低合金    ,HRB400B    ,1662.0,0.00044,,0.00037,,0.002,74650.0,0.0023,0.0136,0.00039,0.00022,0.0044,0.469,0.0024,0.007,0.016,,0.031,0.0038,0.0016,0.0003,0.0,,,,0,0,30,0,0,0,0,75,0,0,0,20,85,0,1500,0,0,107.3925,138.849,1.2929115161673301,996.0,,
7A06536             ,低合金    ,HRB400B    ,1691.0,0.00073,,0.00034,,0.002,64200.0,0.0024,0.0138,0.00036,0.00027,0.0041,0.482,0.0023,0.006,0.013,,0.032,0.0045,0.0023,0.0,0.0,,,,0,0,30,0,0,0,0,50,0,0,0,0,60,0,1450,132,0,122.037,107.21399999999998,0.8785368371887213,962.8000000000001,,
7A06535             ,低合金    ,HRB400B    ,1682.0,0.00101,,0.00027,,0.002,72300.0,0.0025,0.0139,0.00036,0.00021,0.0043,0.494,0.0022,0.007,0.019,,0.033,0.0056,0.0034,0.0001,0.0,,,,0,0,30,0,0,0,0,25,0,0,0,0,44,0,1470,132,0,106.92349999999999,107.727,1.0075147184669415,976.08,,
7A06534             ,低合金    ,HRB400B    ,1681.0,0.00058,,0.00035,,0.002,70250.0,0.0024,0.0135,0.00036,0.00027,0.0039,0.479,0.0026,0.007,0.018,,0.034,0.0039,0.0017,0.0002,0.0,,,,0,0,31,0,0,0,50,0,0,0,0,0,75,0,1480,132,0,136.76,127.85499999999999,0.9348859315589354,982.72,,
7A06533             ,低合金    ,HRB400B    ,1679.0,0.00052,,0.00042,,0.002,73150.0,0.0023,0.013,0.0004,0.00029,0.0037,0.459,0.0022,0.006,0.014,,0.033,0.0044,0.0021,0.0005,0.0,,,,0,0,32,0,0,0,50,0,0,0,0,0,78,0,1500,132,0,139.98,130.207,0.9301828832690384,996.0,,
7A06532             ,低合金    ,HRB400B    ,1677.0,0.00032,,0.00031,,0.002,75200.0,0.0024,0.0129,0.00032,0.00022,0.0035,0.467,0.0017,0.005,0.011,,0.034,0.0036,0.0014,0.0002,0.0,,,,0,0,0,0,0,49,50,0,0,0,0,0,95,0,1540,132,0,156.98000000000002,156.416,0.9964071856287424,1022.5600000000001,,
7A06531             ,低合金    ,HRB400B    ,1668.0,0.00022,,0.00029,,0.002,76250.0,0.0023,0.0131,0.00035,0.0003,0.0035,0.46,0.0019,0.007,0.015,,0.033,0.0043,0.0021,0.0,0.0,,,,0,0,0,0,0,49,50,0,0,0,0,0,92,0,1540,132,0,154.1,158.6,1.0292018170019468,1022.5600000000001,,
7A06530             ,低合金    ,HRB400B    ,1725.0,0.00036,,0.00027,,0.002,73450.0,0.0023,0.0135,0.00031,0.00028,0.0038,0.468,0.0022,0.006,0.013,0.0,0.034,0.0056,0.0035,0.0025,0.001,,,,0,0,31,0,0,0,75,0,0,0,0,0,90,0,1540,132,0,152.18,142.493,0.9363451176238664,1022.5600000000001,,
7A06529             ,低合金    ,HRB400B    ,1668.0,0.00054,,0.00036,,0.003,74550.0,0.0023,0.0134,0.00037,0.00025,0.0037,0.469,0.0028,0.008,0.017,0.0,0.036,0.0063,0.0039,0.0035,0.002,,,,0,0,11,0,0,31,50,0,0,0,0,0,70,0,1490,132,0,132.13,131.208,0.9930220237644743,989.36,,
7A06528             ,低合金    ,HRB400B    ,1683.0,0.00063,,0.00033,,0.002,72350.0,0.0022,0.0131,0.00035,0.0003,0.0032,0.453,0.0031,0.002,0.016,0.0,0.033,0.0057,0.0035,0.0053,0.001,,,,0,0,10,0,0,29,50,0,0,0,0,0,80,0,1400,88,0,127.0,113.58950000000002,0.8944055118110238,929.6,,
7A06527             ,低合金    ,HRB400B    ,1674.0,0.00033,,0.00034,,0.002,71050.0,0.0022,0.0139,0.00031,0.00032,0.0032,0.466,0.0027,0.007,0.016,0.0,0.034,0.006,0.0037,0.0048,0.002,,,,0,0,10,0,0,30,50,0,0,0,0,0,98,0,1500,88,0,145.98,132.86350000000002,0.9101486505000687,996.0,,
7A06526             ,低合金    ,HRB400B    ,1644.0,0.00065,,0.00026,,0.002,72950.0,0.0023,0.0136,0.00028,0.00024,0.0038,0.472,0.0027,0.008,0.015,0.0,0.035,0.0063,0.0039,0.0058,0.002,,,,0,0,11,0,0,29,50,0,0,0,0,0,75,0,1410,88,0,122.37,120.36749999999999,0.98363569502329,936.24,,
7A06525             ,低合金    ,HRB400B    ,1654.0,0.00065,,0.00032,,0.002,69300.0,0.0023,0.0135,0.00029,0.00027,0.0037,0.469,0.0024,0.008,0.015,0.0,0.033,0.0072,0.0045,0.0042,0.002,,,,0,0,11,0,0,29,50,0,0,0,0,0,93,0,1480,88,0,140.84,114.345,0.8118787276341948,982.72,,
7A06524             ,低合金    ,HRB400B    ,1629.0,0.0007,,0.00031,,0.002,71350.0,0.0023,0.0135,0.00036,0.0003,0.0038,0.471,0.0031,0.009,0.016,0.0,0.035,0.0066,0.0041,0.0068,0.002,,,,0,0,11,0,0,31,25,0,0,0,0,0,75,0,1440,88,0,122.88,114.16,0.9290364583333334,956.1600000000001,,
7A06523             ,低合金    ,HRB400B    ,1672.0,0.00061,,0.00036,,0.003,67700.0,0.0022,0.0137,0.00038,0.00029,0.0036,0.465,0.0032,0.01,0.015,0.0,0.035,0.0063,0.0039,0.0074,0.002,,,,0,0,11,0,0,33,25,0,0,0,0,0,93,0,1560,88,0,142.20000000000002,107.64300000000001,0.7569831223628692,1035.8400000000001,,
7A06522             ,低合金    ,HRB400B    ,1800.0,0.00067,,0.00033,,0.003,76050.0,0.0023,0.0129,0.00034,0.00025,0.0034,0.461,0.0026,0.01,0.016,0.0,0.036,0.0068,0.0042,0.0073,0.002,,,,0,0,12,0,0,34,25,0,0,0,0,0,85,0,1580,88,0,134.85999999999999,123.9615,0.9191865638439864,1049.1200000000001,,
7A06521             ,低合金    ,HRB400B    ,1662.0,0.00053,,0.00028,,0.003,77000.0,0.0023,0.0135,0.00031,0.0002,0.0036,0.471,0.0023,0.01,0.016,0.0,0.037,0.0068,0.0042,0.0074,0.002,,,,0,0,11,0,0,32,50,0,0,0,0,0,85,0,1490,88,0,133.32999999999998,136.29,1.0222005550138753,989.36,,
7A06520             ,低合金    ,HRB400B    ,1688.0,0.00061,,0.00022,,0.003,70800.0,0.0023,0.0136,0.00029,0.00026,0.0038,0.472,0.0028,0.009,0.016,0.0,0.035,0.006,0.0037,0.0049,0.001,,,,0,0,11,0,0,32,50,0,0,0,0,0,75,0,1520,132,0,137.44,119.652,0.8705762514551805,1009.2800000000001,,
7A06519             ,低合金    ,HRB400B    ,1662.0,0.00065,,0.00029,,0.002,73850.0,0.0023,0.0137,0.00029,0.00025,0.0039,0.475,0.003,0.009,0.017,0.0,0.036,0.006,0.0038,0.0061,0.002,,,,0,0,11,0,0,30,25,0,0,0,0,0,75,0,1500,132,0,137.1,121.8525,0.888785557986871,996.0,,
7A06518             ,低合金    ,HRB400B    ,1647.0,0.00051,,0.00027,,0.002,72300.0,0.0024,0.0134,0.00033,0.00031,0.0038,0.479,0.0032,0.01,0.018,0.0,0.037,0.0066,0.0041,0.0054,0.002,,,,0,0,11,0,0,32,50,0,0,0,0,0,85,0,1520,132,0,147.04,136.647,0.9293185527747552,1009.2800000000001,,
7A06517             ,低合金    ,HRB400B    ,1667.0,0.0005,,0.00033,,0.002,71900.0,0.0022,0.0131,0.00035,0.00026,0.0036,0.454,0.0029,0.009,0.019,0.0,0.037,0.0062,0.0038,0.0065,0.002,,,,0,0,11,0,0,30,50,0,0,0,0,0,85,0,1520,132,0,147.04,122.23,0.8312704026115344,1009.2800000000001,,
7A06516             ,低合金    ,HRB400B    ,1654.0,0.00073,,0.00031,,0.002,73400.0,0.0023,0.0136,0.0003,0.00021,0.0037,0.471,0.0026,0.01,0.017,0.0,0.036,0.0058,0.0036,0.0043,0.001,,,,0,0,11,0,0,32,25,0,0,0,0,0,68,0,1550,132,0,131.23,115.238,0.8781376209708147,1029.2,,
7A06515             ,低合金    ,HRB400B    ,1689.0,0.00071,,0.00032,,0.002,73100.0,0.0024,0.0137,0.00028,0.0002,0.0038,0.485,0.0029,0.01,0.022,0.0,0.036,0.007,0.0044,0.0077,0.002,,,,0,0,10,0,0,32,25,0,0,0,0,0,68,0,1570,132,0,131.57,123.53899999999997,0.938960249296952,1042.48,,
7A06514             ,低合金    ,HRB400B    ,1803.0,0.00021,,0.00034,,0.002,69250.0,0.0023,0.0132,0.00034,0.00021,0.0038,0.464,0.002,0.008,0.016,0.0,0.037,0.0059,0.0037,0.006,0.002,,,,0,0,11,0,0,33,50,0,0,0,0,0,100,0,1600,132,0,162.8,144.7325,0.8890202702702701,1062.4,,
7A06513             ,低合金    ,HRB400B    ,1663.0,0.00094,,0.00033,,0.002,74700.0,0.0024,0.013,0.00031,0.0002,0.0037,0.471,0.0022,0.007,0.016,0.0,0.036,0.0054,0.0034,0.0046,0.001,,,,0,0,11,0,0,32,0,0,0,0,0,0,51,0,1451,132,20,117.74084616,109.062,0.926288569828977,963.464,,
7A06512             ,低合金    ,HRB400B    ,1682.0,0.00094,,0.00029,,0.002,71850.0,0.0023,0.0132,0.00031,0.00024,0.0038,0.465,0.0026,0.01,0.016,0.0,0.035,0.0058,0.0036,0.0036,0.001,,,,0,0,11,0,0,32,0,0,0,0,0,0,34,0,1526,132,20,102.69584616,97.71600000000001,0.9515087869061286,1013.264,,
7A06511             ,低合金    ,HRB400B    ,1715.0,0.00042,,0.00027,,0.002,73300.0,0.0023,0.0135,0.00028,0.00027,0.0039,0.469,0.0024,0.007,0.017,0.0,0.036,0.0053,0.0033,0.0021,0.001,,,,0,0,33,0,0,0,75,0,0,0,0,0,85,0,1611,132,0,148.587,137.804,0.9274297213080553,1069.704,,
7A06510             ,低合金    ,HRB400B    ,1651.0,0.00079,,0.00031,,0.002,73950.0,0.0023,0.0135,0.00029,0.00021,0.0038,0.468,0.0024,0.006,0.017,0.0,0.033,0.0057,0.0036,0.002,0.001,,,,0,0,32,0,0,0,0,25,0,0,0,0,51,0,1568,132,0,115.30950000000001,111.6645,0.9683894215134051,1041.152,,
7A06509             ,低合金    ,HRB400B    ,1680.0,0.0009,,0.00025,,0.002,74300.0,0.0022,0.0136,0.00027,0.0003,0.004,0.461,0.0028,0.009,0.018,0.0,0.033,0.0053,0.0033,0.001,0.001,,,,0,0,32,0,0,0,0,0,0,0,0,0,51,0,1569,132,20,119.74684616,96.59000000000002,0.8066183210448907,1041.816,,
7A06508             ,低合金    ,HRB500B    ,1653.0,0.00062,,0.00026,,0.002,74400.0,0.0021,0.0143,0.00036,0.00019,0.0046,0.473,0.0025,0.005,0.017,,0.086,0.0075,0.0047,0.0033,0.0012,,,0.0004,0,0,80,0,0,0,0,50,0,0,0,150,102,0,1564,0,0,124.785,110.112,0.8824137516528429,1038.496,,
7A06507             ,低合金    ,HRB400B    ,1652.0,0.00055,,0.00039,,0.002,74200.0,0.0024,0.0139,0.00033,0.00031,0.0042,0.484,0.0024,0.006,0.014,0.0,0.032,0.0062,0.0039,0.0007,0.001,,,,0,0,31,0,0,0,0,50,0,0,0,0,85,0,1518,132,0,147.19299999999998,137.26999999999998,0.9325851093462325,1007.952,,
7A06506             ,低合金    ,HRB400B    ,1671.0,0.00067,,0.00026,,0.002,72850.0,0.0023,0.0134,0.00031,0.00029,0.0043,0.467,0.0026,0.005,0.017,0.0,0.034,0.0057,0.0035,0.0019,0.001,,,,0,0,31,0,0,0,0,50,0,0,0,0,68,0,1567,132,0,131.706,118.74549999999999,0.9015952196559003,1040.488,,
7A06505             ,低合金    ,HRB400B    ,1673.0,0.00067,,0.00022,,0.002,75050.0,0.0023,0.0134,0.0003,0.00025,0.0038,0.467,0.0026,0.005,0.019,0.0,0.035,0.0051,0.0032,0.0016,0.001,,,,0,0,30,0,0,0,0,50,0,0,0,0,68,0,1445,132,0,129.632,122.33149999999999,0.9436828869414958,959.48,,
7A06504             ,低合金    ,HRB400B    ,1684.0,0.00074,,0.00027,,0.001,71000.0,0.0022,0.0133,0.00031,0.00027,0.0037,0.456,0.0025,0.007,0.021,0.0,0.037,0.0078,0.0049,0.0026,0.003,,,,0,0,11,0,0,34,0,50,0,0,0,0,68,0,1512,132,0,130.771,103.66000000000001,0.7926833931070346,1003.9680000000001,,
7A06503             ,低合金    ,HRB400B    ,1659.0,0.00063,,0.00032,,0.002,71400.0,0.0023,0.0135,0.00033,0.00036,0.004,0.472,0.0033,0.009,0.02,0.0,0.037,0.006,0.0038,0.0045,0.001,,,,0,0,12,0,0,34,0,50,0,0,0,0,68,0,1625,132,0,132.692,119.238,0.8986073011183794,1079.0,,
7A06502             ,低合金    ,HRB400B    ,1676.0,0.0011,,0.00023,,0.002,78800.0,0.0023,0.0134,0.00031,0.00027,0.0038,0.468,0.0025,0.007,0.019,0.0,0.036,0.0053,0.0033,0.0019,0.001,,,,47,0,0,0,0,0,0,25,0,0,0,0,34,0,1560,132,0,98.8535,94.55999999999999,0.9565670411265154,1035.8400000000001,,
7A06501             ,低合金    ,HRB400B    ,1647.0,0.00073,,0.00031,,0.002,77850.0,0.0023,0.0133,0.00031,0.00023,0.0038,0.466,0.0026,0.008,0.018,0.0,0.035,0.0056,0.0035,0.0022,0.001,,,,48,0,0,0,0,0,0,50,0,0,0,0,68,0,1570,132,0,131.757,122.2245,0.9276509027983333,1042.48,,
7A06500             ,低合金    ,HRB400B    ,1683.0,0.0007,,0.00022,,0.002,120050.0,0.0024,0.0139,0.00028,0.00029,0.0041,0.487,0.0028,0.007,0.019,0.0,0.036,0.0054,0.0034,0.0031,0.001,,,,46,0,0,0,0,0,0,50,0,0,0,0,68,0,1549,132,0,131.4,204.08499999999995,1.5531582952815826,1028.536,,
7A06499             ,低合金    ,HRB400B    ,1647.0,0.00108,,0.00028,,0.002,73450.0,0.0023,0.0128,0.00032,0.00025,0.0033,0.458,0.0027,0.008,0.02,0.0,0.035,0.0057,0.0035,0.0029,0.001,,,,6,0,0,0,0,40,0,0,0,0,0,0,34,0,1431,88,20,87.88084615999999,89.609,1.0196647382849915,950.1840000000001,,
7A06498             ,低合金    ,HRB500B    ,1641.0,0.00045,,0.00038,,0.002,67850.0,0.0022,0.014,0.00037,0.00027,0.0049,0.478,0.0025,0.005,0.017,,0.086,0.0064,0.004,0.004,0.0013,,,0.0005,0,0,79,0,0,0,0,50,0,0,0,180,102,0,1549,0,0,124.548,118.73750000000001,0.9533473038507243,1028.536,,
7A06497             ,低合金    ,HRB500B    ,1671.0,0.00043,,0.0003,,0.001,71700.0,0.0023,0.0147,0.00034,0.0003,0.0053,0.501,0.003,0.007,0.021,,0.085,0.0073,0.0046,0.0041,0.0018,,,0.0005,0,0,78,0,0,0,0,75,0,0,0,120,119,0,1550,0,0,140.9425,134.079,0.9513028362630152,1029.2,,
7A06496             ,低合金    ,HRB500D    ,1662.0,0.00068,,0.00025,,0.003,72200.0,0.0022,0.0143,0.00029,0.00022,0.0046,0.482,0.0022,0.005,0.02,,0.081,0.0053,0.0033,0.0033,0.0015,,,0.0005,0,0,77,0,0,0,0,50,0,0,0,120,102,0,1550,0,0,124.529,109.744,0.8812726352897718,1029.2,,
7A06495             ,低合金    ,HRB500D    ,1651.0,0.00057,,0.00036,,0.003,73200.0,0.0023,0.014,0.00036,0.00026,0.0045,0.488,0.0026,0.006,0.022,,0.081,0.0053,0.0033,0.0047,0.0017,,,0.0006,0,0,77,0,0,0,0,75,0,0,0,120,119,0,1550,0,0,140.9425,126.636,0.89849406672934,1029.2,,
7A06494             ,低合金    ,HRB500D    ,1645.0,0.00049,,0.00034,,0.002,71800.0,0.0023,0.0141,0.00036,0.00024,0.0047,0.49,0.0029,0.006,0.024,,0.081,0.01,0.0066,0.005,0.0024,,,0.0005,0,0,76,0,0,0,0,50,0,0,0,120,110,0,1550,0,0,132.209,129.958,0.9829739276448652,1029.2,,
7A06493             ,低合金    ,HRB500D    ,1682.0,0.00072,,0.00027,,0.003,71100.0,0.0022,0.0145,0.0003,0.00026,0.0047,0.487,0.0028,0.007,0.021,,0.086,0.0057,0.0035,0.0055,0.0018,,,0.0005,0,0,79,0,0,0,0,50,0,0,0,120,100,0,1550,0,0,122.60900000000001,105.228,0.858240422807461,1029.2,,
7A06492             ,低合金    ,HRB500D    ,1682.0,0.00059,,0.00035,,0.003,70100.0,0.0022,0.014,0.00033,0.00032,0.0043,0.476,0.0033,0.005,0.019,,0.069,0.0058,0.0036,0.0049,0.002,,,0.0005,0,0,67,0,0,0,0,50,0,0,0,120,102,0,1600,0,0,125.379,112.861,0.9001587187647054,1062.4,,
7A06491             ,低合金    ,HRB500D    ,1663.0,0.0005,,0.00035,,0.003,74600.0,0.0022,0.0143,0.00033,0.00025,0.0044,0.481,0.0028,0.009,0.024,,0.071,0.0057,0.0035,0.0064,0.0019,,,0.0005,0,0,66,0,0,0,0,75,0,0,0,120,112,0,1550,0,0,134.2225,126.82000000000001,0.9448490379779844,1029.2,,
7A06490             ,低合金    ,HRB500D    ,0.0,0.0006,,0.0003,,0.003,71900.0,0.0022,0.0143,0.0003,0.00025,0.0044,0.478,0.002,0.003,0.014,,0.073,0.0055,0.0034,0.0016,0.0018,,,0.0005,0,0,69,0,0,0,0,50,0,0,0,120,105,0,1550,0,0,127.40899999999999,115.04000000000002,0.9029189460713138,1029.2,,
7A06489             ,低合金    ,HRB500D    ,1689.0,0.00065,,0.0004,,0.003,72150.0,0.0022,0.0142,0.00041,0.0003,0.0044,0.48,0.0026,0.007,0.013,,0.085,0.006,0.0038,0.0029,0.0021,,,0.0005,0,0,78,0,0,0,0,50,0,0,0,140,102,0,1530,0,0,124.20100000000001,111.83250000000001,0.900415455592145,1015.9200000000001,,
7A06488             ,低合金    ,HRB500B    ,1704.0,0.00074,,0.00031,,0.002,73650.0,0.0022,0.0146,0.0003,0.00034,0.0049,0.486,0.0024,0.004,0.011,,0.085,0.0063,0.0039,0.0025,0.0025,,,0.0005,0,0,77,0,0,0,0,50,0,0,0,180,95,0,1520,0,0,117.33500000000001,107.52900000000001,0.9164273234755188,1009.2800000000001,,
7A06487             ,低合金    ,HRB500B    ,1678.0,0.00069,,0.0003,,0.003,71100.0,0.0022,0.0147,0.00029,0.0003,0.0048,0.489,0.0026,0.005,0.017,,0.085,0.0064,0.004,0.0036,0.002,,,0.0005,0,0,79,0,0,0,0,50,0,0,0,160,102,0,1570,0,0,124.893,107.361,0.8596238380053326,1042.48,,
7A06486             ,低合金    ,HRB500B    ,1679.0,0.00046,,0.00025,,0.003,71650.0,0.0023,0.015,0.00028,0.00029,0.0051,0.504,0.0024,0.004,0.015,,0.085,0.0055,0.0034,0.0029,0.0019,,,0.0005,0,0,77,0,0,0,0,75,0,0,0,190,115,0,1590,0,0,137.8245,131.836,0.956549815163487,1055.76,,
7A06485             ,低合金    ,HRB500B    ,1662.0,0.00084,,0.00032,,0.003,69350.0,0.0022,0.015,0.00031,0.0003,0.0052,0.494,0.0024,0.005,0.016,,0.083,0.0059,0.0037,0.0025,0.0018,,,0.0005,0,0,81,0,0,0,0,75,0,0,0,180,119,0,1710,0,0,143.6985,94.316,0.6563464475968782,1135.44,,
